County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Longitude,Latitude,,Street Address
Kings,721421,Store,A,1707 FAMILY GROCERY CORP,1707 FAMILY GROCERY,1707,EAST NEW YORK AVE,,,BROOKLYN,NY,11212,600,-73.905239,40.674729,,1707 EAST NEW YORK AVE
Kings,721412,Store,JAC,WING FUNG 2019 INC,WING FUNG,5507,8TH AVE,,,BROOKLYN,NY,11220,1600,-74.006838,40.6381,,5507 8TH AVE
Kings,721407,Store,JAC,GAWAD DELI GROCERY CORP,GAWAD DELI GROCERY,207,HART ST,,,BROOKLYN,NY,11206,1200,-73.943258,40.693805,,207 HART ST
Kings,721398,Store,A,AR RAHMAN ENTERPRISES INC,JAMUNA DELI & GROCERIES,130,CORTELYOU RD,,,BROOKLYN,NY,11218,1000,-73.977497,40.638046,,130 CORTELYOU RD
Richmond,721390,Store,JAC,CARAVAN BAZAR INC,CARAVAN BAZAR,1101,HYLAN BLVD,,,STATEN ISLAND,NY,10305,3000,-74.079349,40.598587,,1101 HYLAN BLVD
Kings,721389,Store,A,OUTFLATION DISCOUNT CORP,OUTFLATION DISCOUNT,7315,15TH AVE,,,BROOKLYN,NY,11228,5000,-74.002118,40.618506,,7315 15TH AVE
Richmond,721387,Store,JAC,2071 CLOVE DELI CORP,2071 CLOVE DELI,2071,CLOVE RD,,,STATEN ISLAND,NY,10304,2500,-74.084019,40.604463,,2071 CLOVE RD
New York,721378,Store,JAC,MERCADITO DEL CIBAO CORP,MERCADITO GROCERY,3814,BROADWAY,,,NEW YORK,NY,10032,1500,-73.943984,40.835106,,3814 BROADWAY
New York,721376,Store,JAC,KAMBA NENE,NENE AFRICAN MARKET,363,MALCOLM X BLVD,,,NEW YORK,NY,10027,400,-73.943984,40.809947,,363 MALCOLM X BLVD
New York,721372,Store,JAC,1500 MADISON MART INC,MADISON DELI,1550,MADISON AVE,,,NEW YORK,NY,10029,1800,-73.950092,40.792811,,1550 MADISON AVE
Kings,721364,Store,A,WISAM 99 CORP,WISAM 99,209,BOND STREET,,,BROOKLYN,NY,11217,1200,-73.987518,40.682996,,209 BOND STREET
Kings,721354,Store,JABCH,2819 CROPSEY BAGELS & DELI INC,2819 CROPSEY BAGELS & D,2819,CROPSEY AVE,,,BROOKLYN,NY,11214,3000,-73.987987,40.586099,,2819 CROPSEY AVE
New York,721346,Store,JAC,EZ OXFORD DELI & GROCERY INC,EZ OXFORD DELI & GROCER,2035,1ST AVE,,,NEW YORK,NY,10029,0,-73.940496,40.78903,,2035 1ST AVE
Kings,721345,Store,JAC,SABROSO DELI CORP,SABROSO DELI,4904,4TH AVE,,,BROOKLYN,NY,11220,0,-74.012141,40.646979,,4904 4TH AVE
New York,721344,Store,JAC,FENIX GROCERY CORP,FENIX GROCERY,140,AUDUBON AVE,,,NEW YORK,NY,10032,1800,-73.936492,40.84306,,140 AUDUBON AVE
Kings,721342,Store,JAC,DITMAS DELI GROCERY CORP,DITMAS DELI GROCERY,308,DITMAS AVENUE,,,BROOKLYN,NY,11218,700,-73.975588,40.635818,,308 DITMAS AVENUE
Kings,721337,Store,JAC,QUISQUEYA GROCERY CORP,QUISQUEYA GROCERY,830,MACON ST,,,BROOKLYN,NY,11233,800,-73.917714,40.684757,,830 MACON ST
Kings,721336,Store,A,KHALID MOATH,FAMILY DELI & GROCERY I,1485,FLATBUSH AVENUE,,,BROOKLYN,NY,11210,0,-73.949063,40.634146,,1485 FLATBUSH AVENUE
Kings,721333,Store,JABC,SWEET & SALZIG LLC,SWEET & JACZIG,630,FLUSHING SUITE 200,,,BROOKLYN,NY,11206,3000,-73.948214,40.699997,,630 FLUSHING SUITE 200
Kings,721328,Store,JAC,CHABELITA S PLACE CORP,CHABELITA S PLACE,3240,FULTON STREET,,,BROOKLYN,NY,11208,1200,-73.875682,40.682665,,3240 FULTON STREET
Richmond,721324,Store,JABC,ARDEN MARKETPLACE INC,KEY FOOD,244,ARDEN AVE,,,STATEN ISLAND,NY,10312,30000,-74.192489,40.553828,,244 ARDEN AVE
Kings,721316,Store,A,CENTRAL PHARMACY OF BROOKLYN NY,CENTRAL PHARMACY,252,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,1200,-73.965531,40.576652,,252 BRIGHTON BEACH AVE
New York,721308,Store,A,2185 ADAM 99C CORP,2185 ADAM 99C,2185,ADAM CL POW JR BLVD,,,NEW YORK,NY,10027,2500,,,,2185 ADAM CL POW JR BLVD
New York,721304,Store,JAC,NEUHAUS INC,NEUHAUS,200,BROADWAY,,,NEW YORK,NY,10038,0,-74.009111,40.710817,,200 BROADWAY
Kings,721300,Store,JACH,BROOKLYN WHISKERS BAKERY LLC,WHISK TANK,760,BUSHWICK AVE.,,,BROOKLYN,NY,11221,1000,-73.929335,40.6957,,760 BUSHWICK AVE.
Bronx,721266,Store,JAC,COB DELI & GROCERY INC,COB DELI & GROCERY,2616,JEROME AVE,,,BRONX,NY,10468,1100,-73.897888,40.866838,,2616 JEROME AVE
New York,721262,Store,JAC,RAYS SUPER DELI INC,RAYS SUPER DELI,452,HUDSON ST,,,NEW YORK,NY,10014,1000,-74.006651,40.731398,,452 HUDSON ST
New York,721261,Store,JAC,RAYS INC 1,RAYS INC 1,201,2ND AVE,,,NEW YORK,NY,10003,1200,-73.985665,40.731369,,201 2ND AVE
Bronx,721260,Store,JAC,SUNNY DELI INC,SUNNY DELI,231,W 230TH STREET,,,BRONX,NY,10463,0,-73.907526,40.877846,,231 W 230TH STREET
Kings,721254,Store,JAC,F GROCERY AND FOOD CORP,QUICK DELI & GRILL,246,AVENUE U,,,BROOKLYN,NY,11223,1500,-73.975289,40.596758,,246 AVENUE U
Kings,721249,Store,JAC,STRAUSS MEAT MARKET CORP,STRAUSS MEAT MARKET,2314,STRAUSS STREET,,,BROOKLYN,NY,11212,900,-73.913354,40.657218,,2314 STRAUSS STREET
Bronx,721244,Store,JAC,FIRST FOOD MART INC,FIRST FOOD MART,3706,3RD AVENUE,,,BRONX,NY,10456,2100,-73.903253,40.835428,,3706 3RD AVENUE
Kings,721228,Store,JAC,SEA BREEZE PHARMACY & MEDICAL SUP,SEA BREEZE PHARMACY & M,1129,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,1200,-73.955907,40.577748,,1129 BRIGHTON BEACH AVE
Kings,721222,Store,JAC,BROOKLYN KOSHER MEAT MARKET INC,BROOKLYN KOSHER MEAT MA,3604,NOSTRAND AVE,,,BROOKLYN,NY,11229,0,-73.941083,40.596227,,3604 NOSTRAND AVE
New York,721216,Store,JAC,SEVEN SEAS 49TH ST LLC,FOOD EMPORIUM THE,810,8TH AVE,,,NEW YORK,NY,10019,22000,-73.986284,40.762053,,810 8TH AVE
Kings,721156,Store,JAC,AVE L SUPERETTE INC,AVE L SUPERETTE,8821,AVENUE L,,,BROOKLYN,NY,11236,1500,-73.901444,40.634708,,8821 AVENUE L
Kings,721155,Store,JAC,18TH GOURMET DELI INC,18TH GOURMET DELI,8501,18TH AVE,,,BROOKLYN,NY,11214,1500,-74.002062,40.607728,,8501 18TH AVE
Bronx,721145,Store,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR STORE #31,475,SOUTHERN BLVD,,,BRONX,NY,10455,0,-73.9064,40.810694,,475 SOUTHERN BLVD
New York,721123,Store,JAC,PELAEZ PRODUCE CORP,PELAEZ PRODUCE,3557,BROADWAY,,,NEW YORK,NY,10031,1500,-73.950206,40.826929,,3557 BROADWAY
Bronx,721121,Store,A,FAMILY DOLLAR STORE OF NY INC,FAMILY DOLLAR STORE #31,939,E TREMONT AVE,,,BRONX,NY,10460,0,-73.883183,40.841492,,939 E TREMONT AVE
Bronx,721117,Store,A,MCLEAN DELI & GROCERY INC,MCLEAN DELI & GROCERY,522,EAST 240TH STREET,,,BRONX,NY,10470,800,-73.863044,40.901505,,522 EAST 240TH STREET
Kings,721100,Store,JAC,DIANA INTERNATIONAL INC,DIANA INTERNATIONAL,308,KINGS HIGHWAY,,,BROOKLYN,NY,11223,1000,-73.978851,40.605033,,308 KINGS HIGHWAY
New York,721098,Store,JAC,NY STRAWBERRY DELI CORP,NY STRAWBERRY DELI,350,W 14TH STREET,,,NEW YORK,NY,10014,1200,-74.004776,40.7407,,350 W 14TH STREET
Bronx,721094,Store,JAC,180 BUS STOP DELI INC,180 BUS STOP DELI,702,E 180TH STREET,,,BRONX,NY,10457,0,-73.88852,40.847981,,702 E 180TH STREET
Kings,721085,Store,JAC,RAFAEL E ORTIZ,RAFY'S MINI MARKET,1699,NOSTRAND AVE,,,BROOKLYN,NY,11226,2000,-73.948893,40.644518,,1699 NOSTRAND AVE
New York,721080,Store,A,SHRI HARI KRUSHNA CORP,SPRING ICONIC SWEET SHO,203,SPRING STREET,,,NEW YORK,NY,10012,550,-74.003531,40.725313,,203 SPRING STREET
New York,721075,Store,JAC,SEVEN SEAS 42ND ST LLC,FOOD EMPORIUM,452,WEST 43RD ST.,,,NEW YORK,NY,10036,0,-73.994294,40.760013,,452 WEST 43RD ST.
New York,721062,Store,JAC,SOHO FINEST MARKET CORP,SOHO FINEST MARKET,17,THOMPSON ST,,,NEW YORK,NY,10013,2000,-74.004566,40.722566,,17 THOMPSON ST
Bronx,721060,Store,JAC,VERACRUZ DELI & GROCERY INC,VERACRUZ DELI & GROCERY,1019,E 167TH ST,,,BRONX,NY,10459,900,-73.889069,40.826784,,1019 E 167TH ST
New York,721052,Store,JAC,106 CANDY & CONVENIENCE CORP,106 CANDY & CONVENIENCE,232,E 106TH STREET,,,NEW YORK,NY,10029,1500,-73.94335,40.791007,,232 E 106TH STREET
Kings,721044,Store,A,JAGAT ISLAND CORP,JAGAT ISLAND,239,UNION AVE,,,BROOKLYN,NY,11211,700,-73.950599,40.707776,,239 UNION AVE
Bronx,721039,Store,JAC,BEST JORDAN GROCERY INC,BEST JORDAN GROCERY,3900,WHITE PLAINS RD,,,BRONX,NY,10466,800,-73.861491,40.886017,,3900 WHITE PLAINS RD
New York,721032,Store,JAC,EVERGREEN ORGANIC FOODS & DELI IN,EVERGREEN ORGANIC FOODS,2709,FREDERICK DOUGLASS BLVD,,,NEW YORK,NY,10030,2400,-73.942495,40.822056,,2709 FREDERICK DOUGLASS BLVD
Kings,721018,Store,A,JUPITER GROCERY INC,24 HRS MINIMAKT,7817,NEW UTRECHT AVE,,,BROOKLYN,NY,11214,1500,-74.000668,40.613268,,7817 NEW UTRECHT AVE
New York,721017,Store,A,121 NEW YORK DELI GROCERY CORP,121 NEW YORK DELI GROCE,1993,LEXINGTON AVE,,,NEW YORK,NY,10035,500,-73.939073,40.802102,,1993 LEXINGTON AVE
Bronx,721012,Store,JAC,9 CIENTO DELI & GROCERY CORP,9 CIENTO DELI & GROCERY,900,ALLERTON AVE,,,BRONX,NY,10469,0,-73.861349,40.865541,,900 ALLERTON AVE
Kings,721005,Store,JAC,5 BOROUGH OF BROOKLYN WHOLESALE C,5 BOROUGH OF BROOKLYN W,8504B,4TH AVE,,,BROOKLYN,NY,11209,1000,-74.028112,40.623419,,8504B 4TH AVE
Kings,721001,Store,A,LAS TRES MARIAS GROCERY AND VARIE,LAS TRES MARIAS GROCERY,3501,14TH AVE,,,BROOKLYN,NY,11218,600,-73.981819,40.641417,,3501 14TH AVE
New York,720987,Store,JAC,EASY 602 FOOD CORP,EASY 602 FOOD,3371,BROADWAY,,,NEW YORK,NY,10031,0,-73.954427,40.821174,,3371 BROADWAY
Kings,720980,Store,JAC,MELY FOOD CORPORATION,MELY FOOD,440,EVERGREEN AVENUE,,,BROOKLYN,NY,11221,1000,-73.921104,40.692778,,440 EVERGREEN AVENUE
Kings,720965,Store,A,TERRY BERRY CORP,TERRY BERRY,1424,ST JOHNS PL,,,BROOKLYN,NY,11213,0,-73.931316,40.670606,,1424 ST JOHNS PL
New York,720963,Store,JAC,MILK AND HOPS 2 LLC,MILK AND HOPS,166,9TH AVE.,,,NEW YORK,NY,10011,1500,-74.002548,40.7448,,166 9TH AVE.
Kings,720958,Store,JAC,BIG BOYZ DELI CORP,BIG BOYZ DELI,9102-9104,FLATLANDS AVE,,,BROOKLYN,NY,11236,1500,-73.904993,40.640815,,9102-9104 FLATLANDS AVE
Bronx,720951,Store,A,JAMBO GROCERY AND CANDY CORP,JAMBO GROCERY AND CANDY,2233A,GRAND CONCOURSE,,,BRONX,NY,10453,800,-73.900861,40.856263,,2233A GRAND CONCOURSE
Kings,720943,Store,JAC,NATURES GOURMET DELI AND ORGANIC,NATURES GOURMET DELI AN,565,EVERGREEN AVE. 1ST FL,,,BROOKLYN,NY,11221,500,-73.914078,40.689483,,565 EVERGREEN AVE. 1ST FL
Kings,720938,Store,JABCK,AMERICAN BEANPIE COMPANY INC,ABUS BAKERY,1184,FULTON ST,,,BROOKLYN,NY,11216,1000,-73.953543,40.680674,,1184 FULTON ST
Kings,720919,Store,JAC,ADEN DELI GROCERY CORP 1,ADEN DELI GROCERY,1519,NOSTRAND AVE,,,BROOKLYN,NY,11226,2000,-73.949369,40.649074,,1519 NOSTRAND AVE
Bronx,720908,Store,JAC,EMPIRE GOURMET DELI LLC,EMPIRE GOURMET DELI,3764-64A,WHITE PLAINS ROAD,,,BRONX,NY,10467,1500,-73.862914,40.883426,,3764-64A WHITE PLAINS ROAD
Kings,720898,Store,A,VAPE N CLOUD CORP,VAPE N CLOUD,573,NOSTRAND AVE,,,BROOKLYN,NY,11216,250,-73.949751,40.67779,,573 NOSTRAND AVE
Kings,720886,Store,JAC,FOOD CORP 1,FOOD CORP,2793B,86TH STREET,,,BROOKLYN,NY,11223,0,-73.979307,40.593152,,2793B 86TH STREET
Kings,720883,Store,JAC,BAY PKWY GROCERY CANDY CORP,BAY PKWY GROCERY CANDY,8511,BAY PKWY,,,BROOKLYN,NY,11214,1000,-73.993262,40.602471,,8511 BAY PKWY
Bronx,720879,Store,JAC,DYLAN SUPER BODEGUITA DELI GROCER,DYLAN SUPER BODEQUITA D,1152,OGDEN AVENUE,,,BRONX,NY,10452,1200,-73.927276,40.83665,,1152 OGDEN AVENUE
Bronx,720877,Store,JAC,FORDHAM FRUITS & VEGTABLES INC,FORDHAM FRUITS & VEGTAB,2450,CRESTON AVE,,,BRONX,NY,10468,800,-73.898577,40.861948,,2450 CRESTON AVE
New York,720870,Store,A,VITAMIN SHOPPE INC,V THE VITAMIN SHOPPE,244,E 86TH STREET,,,NEW YORK,NY,10028,1500,-73.952065,40.778016,,244 E 86TH STREET
Bronx,720869,Store,JAC,GRAND EXPRESS DELI & GROCERY CORP,GRAND EXPRESS DELI & GR,49,W 181ST STREET,,,BRONX,NY,10453,1800,-73.907489,40.856468,,49 W 181ST STREET
Kings,720862,Store,JAC,PARAMOUNT SUPERMARKET INC,FOOD UNIVERSE,2424,FLATBUSH AVE,,,BROOKLYN,NY,11234,15000,-73.923863,40.610857,,2424 FLATBUSH AVE
Kings,720855,Store,JAC,MY VICTORIA DELI INC,MY VICTORIA DELI,1537,DEKALB AVENUE,,,BROOKLYN,NY,11237,300,-73.921086,40.702385,,1537 DEKALB AVENUE
New York,720852,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,63,SPRING ST,,,NEW YORK,NY,10012,0,-73.997335,40.722382,,63 SPRING ST
Bronx,720851,Store,JAC,2 & 5 LINE DELI GROCERY INC,2 & 5 LINE DELI GROCERY,2196,WHITE PLAINS RD,,,BRONX,NY,10462,1200,-73.860011,40.82697,,2196 WHITE PLAINS RD
Kings,720842,Store,JAC,S & K DELI AND GRILL CORP,S & K DELI AND GRILL,364,LEONARD ST,,,BROOKLYN,NY,11211,1000,-73.948221,40.717161,,364 LEONARD ST
New York,720838,Store,JAC,HOMADI FOOD CORP,HOMADI FOOD,409,EAST 116 STREET,,,NEW YORK,NY,10029,1500,-73.934837,40.795762,,409 EAST 116 STREET
Kings,720837,Store,JAC,POMEGRANAT DELI INC,POMEGRANAT DELI,1064,BROADWAY,,,BROOKLYN,NY,11221,1000,-73.931465,40.694843,,1064 BROADWAY
Kings,720836,Store,JAC,S&K MINI MARKET CORP,S&K MINI MARKET,1382,NOSTRAND AVE,,,BROOKLYN,NY,11226,0,-73.949796,40.652967,,1382 NOSTRAND AVE
New York,720834,Store,JAC,KASSIM FOOD MARKET CORP,KASSIM FOOD MARKET,1795,AMSTERDAM AVE,,,NEW YORK,NY,10031,0,-73.945823,40.82767,,1795 AMSTERDAM AVE
Kings,720799,Store,JAC,YASMIN GROCERY CORP,YASMIN GROCERY,1436,MYRTLE AVE,,,BROOKLYN,NY,11237,1200,-73.917324,40.698916,,1436 MYRTLE AVE
Bronx,720777,Store,JAC,COOL N COZY INC,COOL N COZY,2,BEDFORD PARK BLVD EAST,,,BRONX,NY,10468,350,-73.888987,40.873063,,2 BEDFORD PARK BLVD EAST
Bronx,720758,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07890,3355,E TREMONT AVE,,,BRONX,NY,10465,1000,-73.829531,40.834614,,3355 E TREMONT AVE
Richmond,720747,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07877,2121,FOREST AVE,,,STATEN ISLAND,NY,10303,1000,-74.160065,40.62653,,2121 FOREST AVE
Kings,720742,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07873,833,4TH AVE,,,BROOKLYN,NY,11232,2000,-74.001156,40.657355,,833 4TH AVE
Kings,720726,Store,JAC,MENCHYS ON J CORP,MENCHYS ON J,1412,AVENUE J,,,BROOKLYN,NY,11230,7000,-73.961852,40.625131,,1412 AVENUE J
New York,720723,Store,JAC,EGGROLL QUEEN LLC THE,SIMPLICIOUS,1580,PARK AVE,,,NEW YORK,NY,10029,0,-73.945259,40.796807,,1580 PARK AVE
Kings,720719,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07829,1620,NEPTUNE AVE,,,BROOKLYN,NY,11224,600,-73.984742,40.578982,,1620 NEPTUNE AVE
New York,720717,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07822,401,W 207TH ST,,,NEW YORK,NY,10034,2500,-73.917597,40.863912,,401 W 207TH ST
Richmond,720714,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07809,951,BAY ST,,,STATEN ISLAND,NY,10305,1500,-74.06998,40.619279,,951 BAY ST
Bronx,720609,Store,A,PAPELETA AUTO SERVICE CORP,PAPELETA AUTO SERVICE,1133,JEROME AVENUE,,,BRONX,NY,10452,200,-73.924032,40.834984,,1133 JEROME AVENUE
Kings,720608,Store,A,F S CONVENIENCE INC,F S CONVENIENCE,291,AVENUE X,,,BROOKLYN,NY,11223,1000,-73.972072,40.590341,,291 AVENUE X
Bronx,720604,Store,JAC,SOUTHERN BLVD FARM CORP,SOUTHERN BLVD FARM,1700,SOUTHERN BLVD,,,BRONX,NY,10460,900,-73.888347,40.836523,,1700 SOUTHERN BLVD
Kings,720602,Store,JAC,294 KIWI DELI & GROCERY INC,PARK SLOPE DELI FARM,294,7TH AVE,,,BROOKLYN,NY,11215,1500,-73.980667,40.667977,,294 7TH AVE
New York,720600,Store,JAC,SHERMAN GOURMET DELI INC,SHERMAN GOURMET DELI,64,SHERMAN AVE,,,NEW YORK,NY,10040,0,-73.927106,40.863233,,64 SHERMAN AVE
Bronx,720594,Store,JAC,BEST & TASTY DELI GROCERY CORP,BEST & TASTY DELI GROCE,260,E 143RD ST,,,BRONX,NY,10451,2400,-73.924339,40.815155,,260 E 143RD ST
Kings,720582,Store,JAC,1709 MARKET CORP,C TOWN SUPERMARKET,1709,AVENUE U,,,BROOKLYN,NY,11229,0,-73.954443,40.599058,,1709 AVENUE U
Bronx,720573,Store,A,STAR DISCOUNTS INC,STAR DISCOUNTS,66,E TREMONT AVE,,,BRONX,NY,10453,1500,-73.907693,40.850884,,66 E TREMONT AVE
New York,720571,Store,JABC,AMBER & WHITE MARKETS INC,MORTON WILLIAMS SUPERMA,1066,3RD AVENUE,,,NEW YORK,NY,10065,13000,-73.964484,40.76442,,1066 3RD AVENUE
Kings,720564,Store,JAC,4TH AVENUE MINI MARKET CORP,4TH AVENUE MINI MARKET,4113,4TH AVENUE,,,BROOKLYN,NY,11232,1500,-74.007581,40.651174,,4113 4TH AVENUE
Kings,720553,Store,JAC,GREEN GARDEN 1 DELI CORP,GREEN GARDEN 1 DELI,2801,NOSTRAND AVE,,,BROOKLYN,NY,11229,0,-73.944754,40.615724,,2801 NOSTRAND AVE
Bronx,720551,Store,JAC,NEILL GOURMET DELI LLC,NEILL GOURMET DELI,1074,NEILL AVE,,,BRONX,NY,10461,1000,-73.856684,40.853171,,1074 NEILL AVE
New York,720547,Store,JAC,CTAC HOLDINGS LLC,LI LAC CHOCOLATES,75,"NINTH AVE KIOSK AREA 3,",,,NEW YORK,NY,10011,0,-74.004535,40.742175,,"75 NINTH AVE KIOSK AREA 3,"
Bronx,720545,Store,JAC,RICHY DELI GROCERY CORP,RICHY DELI GROCERY,2334,WASHINGTON AVE,,,BRONX,NY,10458,1000,-73.892343,40.856153,,2334 WASHINGTON AVE
Kings,720533,Store,JAC,BLUE LINE DELI AND GROCERY CORP,BLUE LINE DELI AND GROC,1891,FULTON ST,,,BROOKLYN,NY,11233,800,-73.92111,40.67884,,1891 FULTON ST
Kings,720532,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07836,2400,FLATBUSH AVE,,,BROOKLYN,NY,11234,1000,-73.92467,40.611567,,2400 FLATBUSH AVE
Kings,720473,Store,JAC,NEW LEADER HELAL MEAT II CORP,NEW LEADER HELAL MEAT I,6720,5TH AVE,,,BROOKLYN,NY,11220,2000,-74.020319,40.635146,,6720 5TH AVE
Kings,720467,Store,JAC,DAIRY BAR INC,SCOOPS,3006,AVE L,,,BROOKLYN,NY,11210,1800,-73.945716,40.622023,,3006 AVE L
Bronx,720466,Store,JAC,FRIAS DELI FOOD CORP,FRIAS DELI FOOD,588,MORRIS AVE,,,BRONX,NY,10451,1500,-73.922334,40.818335,,588 MORRIS AVE
Bronx,720450,Store,JAC,PALO BLANCO DELI GROCERY CORP,PALO BLANCO DELI GROCER,750,ASTOR AVENUE,,,BRONX,NY,10467,1200,-73.865331,40.859575,,750 ASTOR AVENUE
Kings,720431,Store,JAC,DUANE READE ET AL PTRS,DUANE READE  #14426,250,BEDFORD AVE,,,BROOKLYN,NY,11249,0,-73.959959,40.715786,,250 BEDFORD AVE
Bronx,720429,Store,JAC,SEA BREEZE FISH & SEAFOOD INC,SEA BREEZE FISH & SEAFO,831,ROSEDALE AVE,,,BRONX,NY,10473,800,-73.86695,40.822052,,831 ROSEDALE AVE
Bronx,720428,Store,JAC,SBF FISHERY INC,SEA BREEZE FISH & SEAFO,2050,WEBSTER AVE,,,BRONX,NY,10457,150,-73.89855,40.851631,,2050 WEBSTER AVE
Bronx,720420,Store,JAC,CONVENIENCE MANAGEMENT SERVICES I,FOOD SHOP,99,E 149TH STREET,,,BRONX,NY,10451,1200,-73.929557,40.819206,,99 E 149TH STREET
Kings,720416,Store,JAC,EL MUNDO UNIDOS DELI GROCERY BAKE,EL MUNDO UNIDOS DELI GR,55,EAST 18TH ST,,,BROOKLYN,NY,11226,0,-73.96319,40.650036,,55 EAST 18TH ST
Bronx,720408,Store,JAC,MAVELYN DELI GROCERY CORP,MAVELYN DELI GROCERY,1034,AVENUE ST JOHN,,,BRONX,NY,10455,1200,-73.901311,40.812615,,1034 AVENUE ST JOHN
Kings,720404,Store,JAC,EASY SHOP SUPERMARKET INC,EASY SHOP SUPERMARKET,1520,AVENUE U,,,BROOKLYN,NY,11229,2500,-73.955665,40.598914,,1520 AVENUE U
Bronx,720400,Store,JAC,LOS CORBATICAS DELI GROCERY CORP,LOS CORBATICAS DELI GRO,1915,ANTHONY AVENUE,,,BRONX,NY,10457,400,-73.903122,40.849109,,1915 ANTHONY AVENUE
Bronx,720392,Store,A,FEEL GOOD PHARMACY INC,FEEL GOOD PHARMACY,3058,3RD AVE,,,BRONX,NY,10451,1500,-73.912673,40.820717,,3058 3RD AVE
Bronx,720387,Store,JAC,STEVEN DELI & GROCERY CORP,STEVEN DELI & GROCERY,325,CYPRESS AVENUE,,,BRONX,NY,10454,0,-73.913266,40.807857,,325 CYPRESS AVENUE
New York,720385,Store,JAC,GODIVA CHOCOLATIER INC,GODIVA CHOCOLATIER,151,W 34TH ST,,,NEW YORK,NY,10001,500,-73.990433,40.750915,,151 W 34TH ST
New York,720381,Store,JAC,NYC BEST GROCERY CORP,NYC BEST GROCERY,260,LENOX AVENUE,,,NEW YORK,NY,10027,2200,-73.946268,40.806561,,260 LENOX AVENUE
Bronx,720379,Store,JAC,AKSHAR 3659 DELI AND GROCERY LLC,PHILLIPS GOURMET DELI,3659,EAST TREMONT AVE,,,BRONX,NY,10465,1800,-73.82371,40.827999,,3659 EAST TREMONT AVE
Bronx,720371,Store,JAC,4185 ENTERPRISE CORP,4185 ENTERPRISE,4185,WHITE PLAINS ROAD,,,BRONX,NY,10466,1500,-73.857549,40.89312,,4185 WHITE PLAINS ROAD
Kings,720369,Store,JAC,BOLLA OPERATING CORP,KINGS KNAPP MOBIL,2402,KNAPP ST,,,BROOKLYN,NY,11235,1500,-73.932955,40.594332,,2402 KNAPP ST
New York,720361,Store,JAC,COLUMBIA DELI AND GRILL INC,COLUMBIA DELI AND GRILL,1348,AMSTERDAM AVENUE,,,NEW YORK,NY,10027,1000,-73.955829,40.813981,,1348 AMSTERDAM AVENUE
Kings,720359,Store,A,GENERAL NUTRITION CORP,GENERAL NUTRITION 6306,432,86TH ST,,,BROOKLYN,NY,11209,2000,-74.027542,40.622296,,432 86TH ST
Bronx,720356,Store,JAC,HAILEY DELI GROCERY INC,HAILEY DELI GROCERY,824,E 181ST ST STORE #1,,,BRONX,NY,10460,800,-73.883794,40.846776,,824 E 181ST ST STORE #1
Bronx,720352,Store,JAC,SBF FISHERY INC,S B F FISHERY,1041,PROSPECT AVE,,,BRONX,NY,10459,0,-73.899543,40.824664,,1041 PROSPECT AVE
Kings,720343,Store,JAC,SUPERETTE BK LLC,FOSTER SUNDRY,215,KNICKERBOCKER AVE,,,BROOKLYN,NY,11237,2400,-73.926251,40.703299,,215 KNICKERBOCKER AVE
Bronx,720340,Store,JAC,65 BURNSIDE MEAT MARKET CORP,SAGAL FOOD,65,E BURNSIDE AVE,,,BRONX,NY,10453,5000,-73.906207,40.853383,,65 E BURNSIDE AVE
Kings,720334,Store,A,HORIZON STAR SERVICES LLC,HORIZON STAR SERVICES,260,HAMILTON AVE,,,BROOKLYN,NY,11231,800,-74.002388,40.677119,,260 HAMILTON AVE
Bronx,720317,Store,JAC,N&S DELI GROCERY CORP,N&S DELI GROCERY,502,E180 ST,,,BRONX,NY,10457,1200,-73.894565,40.850964,,502 E180 ST
New York,720310,Store,JAC,SEVEN SEAS UNION SQ LLC,FOOD EMPORIUM # 1956,10,UNION SQ EAST,,,NEW YORK,NY,10003,22000,-73.989911,40.734587,,10 UNION SQ EAST
New York,720299,Store,A,4M CANDY STORE INC,4M CANDY STORE,2129,3RD AVE,,,NEW YORK,NY,10035,500,-73.939821,40.798226,,2129 3RD AVE
Bronx,720283,Store,JAC,EL FLACO GROCERY STORE NO 2 INC,EL FLACO GROCERY STORE,804,E 178TH STREET,,,BRONX,NY,10460,0,-73.887121,40.8446,,804 E 178TH STREET
Kings,720275,Store,JAC,WINGATE GROCERY CORP,WINGATE GROCERY,546,MIDWOOD STREET,,,BROOKLYN,NY,11203,1200,-73.942284,40.660626,,546 MIDWOOD STREET
Bronx,720272,Store,JAC,ALANS DELI GROCERY CORP,ALANS DELI GROCERY,1246,SHAKESPEARE AVE,,,BRONX,NY,10452,1200,-73.923157,40.838304,,1246 SHAKESPEARE AVE
